playListName,trackName,composer,milliseconds,bytes,unitPrice,albumTitle,artistName,genreName,mediaTypeName
Music,Mocidade Alegre 2001,,282488,9599937,5.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
More Music,Mocidade Alegre 2001,,282488,9599937,6.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
Music,Camisa Verde 2001,,283454,9633755,9.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
More Music,Camisa Verde 2001,,283454,9633755,0.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
Music,Leandro De Itaquera 2001,,274808,9451845,4.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
More Music,Leandro De Itaquera 2001,,274808,9451845,3.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
Music,Tucuruvi 2001,,287921,9883335,6.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
More Music,Tucuruvi 2001,,287921,9883335,6.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
Music,Aguia De Ouro 2001,,284160,9698729,1.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
More Music,Aguia De Ouro 2001,,284160,9698729,5.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
Music,Ipiranga 2001,,248293,8522591,9.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
More Music,Ipiranga 2001,,248293,8522591,8.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
Music,Morro Da Casa Verde 2001,,284708,9718778,0.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
More Music,Morro Da Casa Verde 2001,,284708,9718778,0.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
Music,Perola Negra 2001,,281626,9619196,4.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
More Music,Perola Negra 2001,,281626,9619196,3.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
Music,Sao Lucas 2001,,296254,10020122,6.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
More Music,Sao Lucas 2001,,296254,10020122,0.99,Carnaval 2001,Various Artists,Soundtrack,MPEG audio file
Music,Guanabara,Marcos Valle,247614,8499591,2.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Guanabara,Marcos Valle,247614,8499591,5.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Mas Que Nada,Jorge Ben,248398,8255254,1.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Mas Que Nada,Jorge Ben,248398,8255254,4.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Vôo Sobre o Horizonte,J.r.Bertami/Parana,225097,7528825,4.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Vôo Sobre o Horizonte,J.r.Bertami/Parana,225097,7528825,8.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,A Paz,Donato/Gilberto Gil,263183,8619173,7.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,A Paz,Donato/Gilberto Gil,263183,8619173,5.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Wave (Vou te Contar),Antonio Carlos Jobim,271647,9057557,8.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Wave (Vou te Contar),Antonio Carlos Jobim,271647,9057557,5.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Água de Beber,Antonio Carlos Jobim/Vinicius de Moraes,146677,4866476,3.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Água de Beber,Antonio Carlos Jobim/Vinicius de Moraes,146677,4866476,3.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Samba da Bençaco,Baden Powell/Vinicius de Moraes,282200,9440676,4.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Samba da Bençaco,Baden Powell/Vinicius de Moraes,282200,9440676,9.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Pode Parar,Jorge Vercilo/Jota Maranhao,179408,6046678,4.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Pode Parar,Jorge Vercilo/Jota Maranhao,179408,6046678,3.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Menino do Rio,Caetano Veloso,262713,8737489,4.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Menino do Rio,Caetano Veloso,262713,8737489,6.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Ando Meio Desligado,Caetano Veloso,195813,6547648,9.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Ando Meio Desligado,Caetano Veloso,195813,6547648,2.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Mistério da Raça,Luiz Melodia/Ricardo Augusto,184320,6191752,9.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Mistério da Raça,Luiz Melodia/Ricardo Augusto,184320,6191752,0.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,All Star,Nando Reis,176326,5891697,0.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,All Star,Nando Reis,176326,5891697,6.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Menina Bonita,Alexandre Brazil/Pedro Luis/Rodrigo Cabelo,237087,7938246,7.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Menina Bonita,Alexandre Brazil/Pedro Luis/Rodrigo Cabelo,237087,7938246,4.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Pescador de Ilusões,Macelo Yuka/O Rappa,245524,8267067,1.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Pescador de Ilusões,Macelo Yuka/O Rappa,245524,8267067,0.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,À Vontade (Live Mix),Bombom/Ed Motta,180636,5972430,0.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,À Vontade (Live Mix),Bombom/Ed Motta,180636,5972430,7.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Maria Fumaça,Luiz Carlos/Oberdan,141008,4743149,9.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Maria Fumaça,Luiz Carlos/Oberdan,141008,4743149,9.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Sambassim (dj patife remix),Alba Carvalho/Fernando Porto,213655,7243166,1.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
More Music,Sambassim (dj patife remix),Alba Carvalho/Fernando Porto,213655,7243166,9.99,Chill: Brazil (Disc 1),Marcos Valle,Latin,MPEG audio file
Music,Garota De Ipanema,Vários,279536,9141343,0.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Garota De Ipanema,Vários,279536,9141343,9.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Brazilian Music,Garota De Ipanema,Vários,279536,9141343,3.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Tim Tim Por Tim Tim,Vários,213237,7143328,9.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Tim Tim Por Tim Tim,Vários,213237,7143328,9.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Tarde Em Itapoã,Vários,313704,10344491,5.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Tarde Em Itapoã,Vários,313704,10344491,2.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Brazilian Music,Tarde Em Itapoã,Vários,313704,10344491,5.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Tanto Tempo,Vários,170292,5572240,4.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Tanto Tempo,Vários,170292,5572240,4.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Eu Vim Da Bahia - Live,Vários,157988,5115428,6.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Eu Vim Da Bahia - Live,Vários,157988,5115428,6.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Alô Alô Marciano,Vários,238106,8013065,0.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Alô Alô Marciano,Vários,238106,8013065,3.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Linha Do Horizonte,Vários,279484,9275929,6.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Linha Do Horizonte,Vários,279484,9275929,1.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Only A Dream In Rio,Vários,371356,12192989,8.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Only A Dream In Rio,Vários,371356,12192989,2.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Abrir A Porta,Vários,271960,8991141,9.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Abrir A Porta,Vários,271960,8991141,8.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Alice,Vários,165982,5594341,0.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Alice,Vários,165982,5594341,1.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Momentos Que Marcam,Vários,280137,9313740,2.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Momentos Que Marcam,Vários,280137,9313740,8.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Um Jantar Pra Dois,Vários,237714,7819755,5.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Um Jantar Pra Dois,Vários,237714,7819755,7.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Bumbo Da Mangueira,Vários,270158,9073350,5.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Bumbo Da Mangueira,Vários,270158,9073350,6.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Mr Funk Samba,Vários,213890,7102545,1.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Mr Funk Samba,Vários,213890,7102545,2.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Santo Antonio,Vários,162716,5492069,9.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Santo Antonio,Vários,162716,5492069,8.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Por Você,Vários,205557,6792493,0.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Por Você,Vários,205557,6792493,7.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Só Tinha De Ser Com Você,Vários,389642,13085596,5.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
More Music,Só Tinha De Ser Com Você,Vários,389642,13085596,7.99,Chill: Brazil (Disc 2),Antônio Carlos Jobim,Latin,MPEG audio file
Music,Free Speech For The Dumb,Molaney/Morris/Roberts/Wainwright,155428,5076048,0.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
90’s Music,Free Speech For The Dumb,Molaney/Morris/Roberts/Wainwright,155428,5076048,9.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
More Music,Free Speech For The Dumb,Molaney/Morris/Roberts/Wainwright,155428,5076048,3.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
Music,It's Electric,Harris/Tatler,213995,6978601,7.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
90’s Music,It's Electric,Harris/Tatler,213995,6978601,9.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
More Music,It's Electric,Harris/Tatler,213995,6978601,9.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
Music,Sabbra Cadabra,Black Sabbath,380342,12418147,5.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
90’s Music,Sabbra Cadabra,Black Sabbath,380342,12418147,9.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
More Music,Sabbra Cadabra,Black Sabbath,380342,12418147,9.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
Music,Turn The Page,Seger,366524,11946327,2.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
90’s Music,Turn The Page,Seger,366524,11946327,6.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
More Music,Turn The Page,Seger,366524,11946327,2.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
Music,Die Die My Darling,Danzig,149315,4867667,5.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
90’s Music,Die Die My Darling,Danzig,149315,4867667,5.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
More Music,Die Die My Darling,Danzig,149315,4867667,4.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
Music,Loverman,Cave,472764,15446975,9.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
90’s Music,Loverman,Cave,472764,15446975,8.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
More Music,Loverman,Cave,472764,15446975,0.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
Music,Mercyful Fate,Diamond/Shermann,671712,21942829,0.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
90’s Music,Mercyful Fate,Diamond/Shermann,671712,21942829,9.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
More Music,Mercyful Fate,Diamond/Shermann,671712,21942829,4.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
Music,Astronomy,A.Bouchard/J.Bouchard/S.Pearlman,397531,13065612,7.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
90’s Music,Astronomy,A.Bouchard/J.Bouchard/S.Pearlman,397531,13065612,4.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
More Music,Astronomy,A.Bouchard/J.Bouchard/S.Pearlman,397531,13065612,8.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
Music,Whiskey In The Jar,Traditional,305005,9943129,7.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
90’s Music,Whiskey In The Jar,Traditional,305005,9943129,8.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
More Music,Whiskey In The Jar,Traditional,305005,9943129,2.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
Music,Tuesday's Gone,Collins/Van Zandt,545750,17900787,2.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
90’s Music,Tuesday's Gone,Collins/Van Zandt,545750,17900787,3.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
More Music,Tuesday's Gone,Collins/Van Zandt,545750,17900787,4.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
Music,The More I See,Molaney/Morris/Roberts/Wainwright,287973,9378873,8.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
90’s Music,The More I See,Molaney/Morris/Roberts/Wainwright,287973,9378873,4.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
More Music,The More I See,Molaney/Morris/Roberts/Wainwright,287973,9378873,6.99,Garage Inc. (Disc 1),Metallica,Metal,MPEG audio file
Music,A Kind Of Magic,Roger Taylor,262608,8689618,2.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,A Kind Of Magic,Roger Taylor,262608,8689618,7.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,Under Pressure,Queen & David Bowie,236617,7739042,8.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,Under Pressure,Queen & David Bowie,236617,7739042,6.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,Radio GA GA,Roger Taylor,343745,11358573,8.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,Radio GA GA,Roger Taylor,343745,11358573,0.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,I Want It All,Queen,241684,7876564,5.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,I Want It All,Queen,241684,7876564,5.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,I Want To Break Free,John Deacon,259108,8552861,6.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,I Want To Break Free,John Deacon,259108,8552861,9.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,Innuendo,Queen,387761,12664591,1.99,Greatest Hits II,Queen,Rock,MPEG audio file
90’s Music,Innuendo,Queen,387761,12664591,5.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,Innuendo,Queen,387761,12664591,7.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,It's A Hard Life,Freddie Mercury,249417,8112242,8.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,It's A Hard Life,Freddie Mercury,249417,8112242,5.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,Breakthru,Queen,249234,8150479,9.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,Breakthru,Queen,249234,8150479,2.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,Who Wants To Live Forever,Brian May,297691,9577577,9.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,Who Wants To Live Forever,Brian May,297691,9577577,2.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,Headlong,Queen,273057,8921404,9.99,Greatest Hits II,Queen,Rock,MPEG audio file
90’s Music,Headlong,Queen,273057,8921404,1.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,Headlong,Queen,273057,8921404,1.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,The Miracle,Queen,294974,9671923,5.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,The Miracle,Queen,294974,9671923,7.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,I'm Going Slightly Mad,Queen,248032,8192339,8.99,Greatest Hits II,Queen,Rock,MPEG audio file
90’s Music,I'm Going Slightly Mad,Queen,248032,8192339,3.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,I'm Going Slightly Mad,Queen,248032,8192339,8.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,The Invisible Man,Queen,238994,7920353,4.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,The Invisible Man,Queen,238994,7920353,2.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,Hammer To Fall,Brian May,220316,7255404,7.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,Hammer To Fall,Brian May,220316,7255404,4.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,Friends Will Be Friends,Freddie Mercury & John Deacon,248920,8114582,5.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,Friends Will Be Friends,Freddie Mercury & John Deacon,248920,8114582,6.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,The Show Must Go On,Queen,263784,8526760,6.99,Greatest Hits II,Queen,Rock,MPEG audio file
90’s Music,The Show Must Go On,Queen,263784,8526760,9.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,The Show Must Go On,Queen,263784,8526760,4.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,One Vision,Queen,242599,7936928,7.99,Greatest Hits II,Queen,Rock,MPEG audio file
More Music,One Vision,Queen,242599,7936928,4.99,Greatest Hits II,Queen,Rock,MPEG audio file
Music,Detroit Rock City,Paul Stanley | B. Ezrin,218880,7146372,8.99,Greatest Kiss,Kiss,Rock,MPEG audio file
90’s Music,Detroit Rock City,Paul Stanley | B. Ezrin,218880,7146372,5.99,Greatest Kiss,Kiss,Rock,MPEG audio file
More Music,Detroit Rock City,Paul Stanley | B. Ezrin,218880,7146372,3.99,Greatest Kiss,Kiss,Rock,MPEG audio file
Music,Black Diamond,Paul Stanley,314148,10266007,0.99,Greatest Kiss,Kiss,Rock,MPEG audio file
90’s Music,Black Diamond,Paul Stanley,314148,10266007,7.99,Greatest Kiss,Kiss,Rock,MPEG audio file
More Music,Black Diamond,Paul Stanley,314148,10266007,9.99,Greatest Kiss,Kiss,Rock,MPEG audio file
Music,Hard Luck Woman,Paul Stanley,216032,7109267,1.99,Greatest Kiss,Kiss,Rock,MPEG audio file
90’s Music,Hard Luck Woman,Paul Stanley,216032,7109267,4.99,Greatest Kiss,Kiss,Rock,MPEG audio file
More Music,Hard Luck Woman,Paul Stanley,216032,7109267,8.99,Greatest Kiss,Kiss,Rock,MPEG audio file
Music,Sure Know Something,Paul Stanley | Vincent Poncia,242468,7939886,7.99,Greatest Kiss,Kiss,Rock,MPEG audio file
90’s Music,Sure Know Something,Paul Stanley | Vincent Poncia,242468,7939886,7.99,Greatest Kiss,Kiss,Rock,MPEG audio file
More Music,Sure Know Something,Paul Stanley | Vincent Poncia,242468,7939886,3.99,Greatest Kiss,Kiss,Rock,MPEG audio file
Music,Love Gun,Paul Stanley,196257,6424915,9.99,Greatest Kiss,Kiss,Rock,MPEG audio file
90’s Music,Love Gun,Paul Stanley,196257,6424915,7.99,Greatest Kiss,Kiss,Rock,MPEG audio file
More Music,Love Gun,Paul Stanley,196257,6424915,1.99,Greatest Kiss,Kiss,Rock,MPEG audio file
Music,Deuce,Gene Simmons,185077,6097210,2.99,Greatest Kiss,Kiss,Rock,MPEG audio file
90’s Music,Deuce,Gene Simmons,185077,6097210,7.99,Greatest Kiss,Kiss,Rock,MPEG audio file
More Music,Deuce,Gene Simmons,185077,6097210,3.99,Greatest Kiss,Kiss,Rock,MPEG audio file
Music,Goin' Blind,Gene Simmons | S. Coronel,216215,7045314,9.99,Greatest Kiss,Kiss,Rock,MPEG audio file
90’s Music,Goin' Blind,Gene Simmons | S. Coronel,216215,7045314,2.99,Greatest Kiss,Kiss,Rock,MPEG audio file
More Music,Goin' Blind,Gene Simmons | S. Coronel,216215,7045314,3.99,Greatest Kiss,Kiss,Rock,MPEG audio file
Music,Shock Me,Ace Frehley,227291,7529336,4.99,Greatest Kiss,Kiss,Rock,MPEG audio file
90’s Music,Shock Me,Ace Frehley,227291,7529336,7.99,Greatest Kiss,Kiss,Rock,MPEG audio file
More Music,Shock Me,Ace Frehley,227291,7529336,6.99,Greatest Kiss,Kiss,Rock,MPEG audio file
Music,Do You Love Me,Paul Stanley | B. Ezrin | K. Fowley,214987,6976194,6.99,Greatest Kiss,Kiss,Rock,MPEG audio file
90’s Music,Do You Love Me,Paul Stanley | B. Ezrin | K. Fowley,214987,6976194,6.99,Greatest Kiss,Kiss,Rock,MPEG audio file
More Music,Do You Love Me,Paul Stanley | B. Ezrin | K. Fowley,214987,6976194,0.99,Greatest Kiss,Kiss,Rock,MPEG audio file
